,h,range,ip,des,diameter,last_obs_jd,id,fullname,ps_cum,ps_max,n_imp,ts_max,last_obs,v_inf
172,28.34,2054-2121,6.8841224e-05,2022 FP2,0.0073,2459672.5,bK22F02P,(2022 FP2),-5.81,-5.94,42,0,2022-04-03,4.88198158678875
173,29.29,2081-2122,6.97468434e-05,2022 CU4,0.0047,2459636.5,bK22C04U,(2022 CU4),-6.65,-7.45,102,0,2022-02-26,4.42353258120352
174,28.75,2092-2122,9.569397e-06,2022 JM,0.006,2459708.5,bK22J00M,(2022 JM),-7.24,-7.88,16,0,2022-05-09,4.64259525652452
175,29.01,2115-2119,9.1783e-07,2022 ED,0.0053,2459645.5,bK22E00D,(2022 ED),-8.43,-8.85,5,0,2022-03-07,4.85822537942756
176,26.58,2064-2115,7.9019982e-05,2019 AU6,0.016,2458495.5,bK19A06U,(2019 AU6),-4.89,-5.17,21,0,2019-01-12,8.73334138648627
177,27.23,2065-2121,4.598749e-06,2017 RP16,0.012,2458019.5,bK17R16P,(2017 RP16),-6.57,-7.02,23,0,2017-09-23,10.3317235274202
178,27.26,2089-2119,2.7566308e-05,2018 RB2,0.012,2458377.5,bK18R02B,(2018 RB2),-5.92,-6.22,57,0,2018-09-16,9.05551012707251
179,30.14,2077-2118,1.610447e-06,2018 WG2,0.0032,2458452.5,bK18W02G,(2018 WG2),-8.59,-8.79,10,0,2018-11-30,6.46743673650856
180,29.59,2036-2036,1.031e-04,2010 XB,0.0041,2455532.5,bK10X00B,(2010 XB),-5.31,-5.31,1,0,2010-12-02,19.52
181,30.98,2057-2057,7.405e-09,2012 BV1,0.0022,2455945.5,bK12B01V,(2012 BV1),-10.90,-10.90,1,0,2012-01-19,8.44
182,28.41,2041-2041,1.391e-07,2019 TN5,0.007,2458779.5,bK19T05N,(2019 TN5),-8.01,-8.01,1,0,2019-10-23,11.59
183,26.77,2092-2120,4.9247155e-06,2020 TD7,0.015,2459146.5,bK20T07D,(2020 TD7),-6.45,-6.91,13,0,2020-10-24,9.13863552117884
184,27.58,2056-2076,8.91023e-06,2020 TF6,0.01,2459140.5,bK20T06F,(2020 TF6),-6.17,-6.46,6,0,2020-10-18,12.5401121183179
185,28.97,2106-2106,1.434e-06,2005 TK50,0.0054,2453652.5,bK05T50K,(2005 TK50),-7.70,-7.70,1,0,2005-10-09,20.58
186,26.92,2049-2120,2.8110414e-05,2020 GB1,0.014,2458945.5,bK20G01B,(2020 GB1),-5.36,-5.47,28,0,2020-04-06,8.28093995983125
187,25.59,2074-2119,1.6313329e-06,2020 PJ6,0.026,2459084.5,bK20P06J,(2020 PJ6),-6.37,-6.75,14,0,2020-08-23,2.24497618113384
188,22.82,2036-2120,5.865336e-06,2002 RB182,0.0924,2452533.5,bK02RI2B,(2002 RB182),-4.26,-4.94,28,0,2002-09-16,13.5730901213503
189,27.42,2076-2106,1.466849e-07,2016 AN66,0.011,2457403.5,bK16A66N,(2016 AN66),-8.24,-8.49,3,0,2016-01-16,5.45996797216346
190,28.57,2079-2121,8.28476664000001e-05,2009 TM8,0.00657,2455121.5,bK09T08M,(2009 TM8),-6.11,-7.51,264,0,2009-10-17,7.95943043990192
191,28.77,2062-2111,7.632924e-07,2016 FE15,0.006,2457488.5,bK16F15E,(2016 FE15),-7.85,-7.93,4,0,2016-04-10,12.2015254652084
192,28.25,2087-2110,3.771e-06,2018 FK5,0.0076,2458206.5,bK18F05K,(2018 FK5),-7.18,-7.46,2,0,2018-03-29,11.2780986475736
193,28.17,2030-2122,1.97222155e-05,2012 BL14,0.00788,2455947.5,bK12B14L,(2012 BL14),-5.26,-5.65,187,0,2012-01-21,19.7661066954673
194,26.90,2060-2118,1.71973e-08,2012 GD,0.014,2456023.5,bK12G00D,(2012 GD),-8.95,-9.31,6,0,2012-04-06,8.57250335808528
195,29.46,2097-2122,4.505935e-06,2018 GD2,0.0043,2458220.5,bK18G02D,(2018 GD2),-7.84,-8.51,13,0,2018-04-12,7.57695265244616
196,26.72,2097-2119,2.721051e-06,2019 QE7,0.015,2458753.5,bK19Q07E,(2019 QE7),-6.66,-7.03,9,0,2019-09-27,10.1881060002183
197,25.64,2084-2084,2.561e-08,2021 AD4,0.025,2459232.5,bK21A04D,(2021 AD4),-8.16,-8.16,1,0,2021-01-18,5.18
198,29.11,2077-2077,5.365e-07,2021 BO1,0.0051,2459233.5,bK21B01O,(2021 BO1),-8.31,-8.31,1,0,2021-01-19,10.19
199,30.31,2104-2121,5.250581e-05,2014 WE6,0.0029,2456982.5,bK14W06E,(2014 WE6),-7.25,-7.54,9,0,2014-11-21,4.42094976536882
200,25.68,2049-2114,2.41220417e-05,2004 VM24,0.025,2453321.5,bK04V24M,(2004 VM24),-5.00,-5.64,44,0,2004-11-12,12.8649149100012
201,27.04,2080-2112,1.555588e-06,2019 WU,0.013,2458815.5,bK19W00U,(2019 WU),-7.06,-7.57,10,0,2019-11-28,10.0639907353361
202,29.74,2048-2119,0.0011992228026,2011 AM37,0.0038,2455577.5,bK11A37M,(2011 AM37),-5.15,-5.26,161,0,2011-01-16,3.65249874163042
203,27.13,2050-2122,0.0010298487279,2011 BL45,0.013,2455604.5,bK11B45L,(2011 BL45),-4.32,-4.52,307,0,2011-02-12,1.67630835714702
204,27.95,2099-2120,0.000112803158,2019 UT,0.0087,2458776.5,bK19U00T,(2019 UT),-5.61,-5.93,14,0,2019-10-20,10.8961237663222
205,27.09,2108-2108,9.773e-08,2017 XY2,0.013,2458102.5,bK17X02Y,(2017 XY2),-8.36,-8.36,1,0,2017-12-15,7.88
206,22.41,2058-2058,1.618e-09,2001 UF5,0.11,2452208.5,bK01U05F,(2001 UF5),-7.18,-7.18,1,0,2001-10-26,18.26
207,21.37,2064-2064,1.175e-07,2002 GM5,0.18,2452381.5,bK02G05M,(2002 GM5),-4.84,-4.84,1,0,2002-04-17,20.44
208,25.35,2057-2104,1.792477e-06,2021 RM10,0.029,2459472.5,bK21R10M,(2021 RM10),-5.98,-6.30,8,0,2021-09-15,11.0624999818687
209,26.59,2072-2094,9.271e-07,2008 BC15,0.016,2454496.5,bK08B15C,(2008 BC15),-6.62,-6.86,2,0,2008-01-31,20.6643727753209
210,28.38,2040-2079,2.626955e-05,2007 TX22,0.00714,2454384.5,bK07T22X,(2007 TX22),-6.22,-6.93,17,0,2007-10-11,8.87005102866246
211,23.52,2098-2119,7.1913366e-06,2007 WP3,0.067,2454449.5,bK07W03P,(2007 WP3),-4.61,-4.90,30,0,2007-12-15,13.0293345123075
212,28.91,2074-2101,1.0463e-07,2021 GZ7,0.0056,2459309.5,bK21G07Z,(2021 GZ7),-8.99,-9.21,2,0,2021-04-05,10.1358463155883
213,28.41,2077-2121,0.000160772629,2021 JY3,0.007,2459354.5,bK21J03Y,(2021 JY3),-5.73,-6.15,43,0,2021-05-20,3.85981511597972
214,26.45,2115-2115,1.879e-10,2011 DE5,0.017,2455621.5,bK11D05E,(2011 DE5),-10.58,-10.58,1,0,2011-03-01,15.06
215,24.12,2074-2090,9.998e-08,2008 YF29,0.051,2454839.5,bK08Y29F,(2008 YF29),-6.76,-6.87,2,0,2009-01-08,8.63453290658132
216,26.85,2082-2117,6.2627065e-06,2018 RQ4,0.014,2458379.5,bK18R04Q,(2018 RQ4),-6.44,-7.04,20,0,2018-09-18,6.76325540083988
217,27.16,2088-2118,3.22112e-06,2018 VP6,0.013,2458441.5,bK18V06P,(2018 VP6),-6.63,-6.87,5,0,2018-11-19,12.0546591558216
218,26.95,2083-2121,4.7380718e-05,2018 VS6,0.014,2458441.5,bK18V06S,(2018 VS6),-5.37,-5.56,37,0,2018-11-19,11.7992536442778
219,26.49,2056-2102,9.9032509e-05,2011 SO189,0.017,2455840.5,bK11SI9O,(2011 SO189),-4.66,-5.01,16,0,2011-10-06,12.985666501189
220,26.11,2037-2122,0.000358396916,2009 BE,0.02,2454853.5,bK09B00E,(2009 BE),-4.05,-4.36,90,0,2009-01-22,11.4597782504635
221,28.85,2070-2115,5.6174e-08,2009 TB,0.00572,2455106.5,bK09T00B,(2009 TB),-8.97,-9.01,4,0,2009-10-02,15.1052168262897
222,28.89,2059-2121,4.52556738e-05,2009 WW7,0.0056,2455158.5,bK09W07W,(2009 WW7),-6.49,-6.92,46,0,2009-11-23,8.19343297474006
223,27.76,2085-2123,1.282452e-06,2015 FC345,0.0095,2457110.5,bK15FY5C,(2015 FC345),-7.60,-7.90,7,0,2015-03-29,6.75391004107756
224,26.68,2102-2121,2.49978701e-05,2015 TG24,0.016,2457309.5,bK15T24G,(2015 TG24),-5.73,-6.72,82,0,2015-10-14,9.84241711316837
225,25.14,2050-2122,1.29852873e-05,2006 BC8,0.032,2453773.5,bK06B08C,(2006 BC8),-5.08,-5.40,57,0,2006-02-07,13.1603810222204
226,27.07,2048-2122,0.00013679128,2008 ST,0.013,2454738.5,bK08S00T,(2008 ST),-5.28,-5.68,64,0,2008-09-29,3.24499536659062
227,28.63,2065-2121,1.09329582e-05,2020 QN4,0.0064,2459087.5,bK20Q04N,(2020 QN4),-6.96,-7.77,57,0,2020-08-26,7.52532577340321
228,26.87,2062-2120,9.856068e-06,2021 AX6,0.014,2459262.5,bK21A06X,(2021 AX6),-5.95,-5.99,11,0,2021-02-17,7.13067056254076
229,25.76,2086-2086,6.964e-07,2022 WM9,0.024,2459927.5,bK22W09M,(2022 WM9),-6.66,-6.66,1,0,2022-12-14,10.27
230,27.86,2108-2108,3.685e-07,2020 SL6,0.0091,2459136.5,bK20S06L,(2020 SL6),-7.96,-7.96,1,0,2020-10-14,14.20
231,28.67,2080-2111,1.0794e-07,2020 SM2,0.00625,2459114.5,bK20S02M,(2020 SM2),-9.09,-9.47,3,0,2020-09-22,4.17760700389105
232,28.19,2043-2118,2.6400796e-06,2020 SN5,0.0078,2459119.5,bK20S05N,(2020 SN5),-6.68,-6.70,10,0,2020-09-27,13.2748568793153
233,28.93,2049-2122,0.0002133769882,2022 SY24,0.0055,2459854.5,bK22S24Y,(2022 SY24),-5.69,-6.22,131,0,2022-10-02,11.2749232960914
234,25.59,2084-2105,7.076e-07,2022 AE6,0.026,2459593.5,bK22A06E,(2022 AE6),-6.58,-6.69,2,0,2022-01-14,10.2991803278689
235,28.79,2043-2122,2.70701732000001e-05,2020 SN6,0.0059,2459122.5,bK20S06N,(2020 SN6),-6.60,-7.78,346,0,2020-09-30,5.5133246782477
236,28.39,2074-2114,1.974033e-06,2020 UA,0.0071,2459142.5,bK20U00A,(2020 UA),-7.55,-8.14,15,0,2020-10-20,6.52651390832879
237,26.07,2042-2097,4.7391e-09,2008 SH148,0.0209,2454738.5,bK08SE8H,(2008 SH148),-8.77,-9.15,4,0,2008-09-29,8.80307948766644
238,27.76,2058-2117,1.440233e-07,2008 TE,0.0095,2454747.5,bK08T00E,(2008 TE),-8.39,-8.63,9,0,2008-10-08,11.706756323456
239,30.32,2062-2087,6.25795e-07,2011 CA7,0.0029,2455600.5,bK11C07A,(2011 CA7),-8.73,-8.95,4,0,2011-02-08,8.91973561629607
240,28.94,2040-2122,9.9479203e-06,2022 EF1,0.0055,2459641.5,bK22E01F,(2022 EF1),-6.96,-7.81,120,0,2022-03-03,10.6397779759052
241,29.17,2056-2122,8.37844307e-05,2012 EP10,0.005,2456014.5,bK12E10P,(2012 EP10),-6.48,-6.76,116,0,2012-03-28,2.79011035377245
242,23.01,2040-2040,5.157e-09,2002 TZ59,0.085,2452555.5,bK02T59Z,(2002 TZ59),-6.38,-6.38,1,0,2002-10-08,28.40
243,26.50,2034-2053,1.21185e-06,2004 RU109,0.017,2453260.5,bK04RA9U,(2004 RU109),-6.15,-6.46,7,0,2004-09-12,12.932002310517
244,32.00,2041-2120,6.9002463e-05,2017 UL6,0.00139,2458054.5,bK17U06L,(2017 UL6),-7.63,-8.11,37,0,2017-10-28,7.13156402504067
245,29.97,2039-2039,1.396e-10,2025 UV7,0.0034,2460976.5,bK25U07V,(2025 UV7),-11.78,-11.78,1,0,2025-10-28,9.17
246,25.44,2056-2123,5.4536378e-05,2021 EU,0.028,2459290.5,bK21E00U,(2021 EU),-4.01,-4.07,6,0,2021-03-17,21.2212941530514
247,27.40,2078-2122,1.444026e-06,2022 OC4,0.011,2459800.5,bK22O04C,(2022 OC4),-7.30,-7.49,19,0,2022-08-09,7.1589501712573
248,27.31,2106-2106,8.564e-06,2008 CJ,0.012,2454499.5,bK08C00J,(2008 CJ),-6.50,-6.59,2,0,2008-02-03,8.07
249,28.25,2116-2119,1.14746e-05,2008 UC202,0.0076,2454773.5,bK08UK2C,(2008 UC202),-6.99,-7.10,5,0,2008-11-03,4.1627127220121
250,27.47,2106-2121,2.9418726e-06,2017 RJ2,0.011,2458011.5,bK17R02J,(2017 RJ2),-6.84,-7.34,13,0,2017-09-15,15.8892643196038
251,25.94,2099-2121,8.690057e-06,2017 UA45,0.022,2458098.5,bK17U45A,(2017 UA45),-5.97,-6.15,11,0,2017-12-11,5.41563384682057
252,26.98,2031-2117,2.11182e-08,2017 UK52,0.014,2458047.5,bK17U52K,(2017 UK52),-8.50,-8.83,8,0,2017-10-21,11.4307803221866
253,29.45,2063-2063,8.210e-09,2021 AS2,0.0044,2459223.5,bK21A02S,(2021 AS2),-9.74,-9.74,1,0,2021-01-09,24.55
254,28.07,2110-2110,9.767e-08,2021 AZ5,0.0082,2459230.5,bK21A05Z,(2021 AZ5),-8.83,-8.83,1,0,2021-01-16,8.06
255,27.99,2055-2060,6.831975e-05,2021 EA,0.0085,2459275.5,bK21E00A,(2021 EA),-5.45,-5.48,5,0,2021-03-02,9.46008817216105
256,27.74,2034-2034,5.850e-08,2023 QE2,0.0096,2460178.5,bK23Q02E,(2023 QE2),-7.79,-7.79,1,0,2023-08-22,12.52
257,24.88,2034-2082,4.056358e-05,2008 CC71,0.036,2454515.5,bK08C71C,(2008 CC71),-3.98,-4.25,32,0,2008-02-19,8.04733826353591
258,29.12,2030-2030,7.309e-04,2021 GE2,0.0051,2459319.5,bK21G02E,(2021 GE2),-3.91,-3.91,1,0,2021-04-15,15.36
259,27.74,2108-2108,5.404e-09,2021 CP7,0.0096,2459264.5,bK21C07P,(2021 CP7),-9.86,-9.86,1,0,2021-02-19,9.88
260,27.44,2077-2121,4.051152e-06,2021 FU,0.011,2459315.5,bK21F00U,(2021 FU),-6.77,-7.15,13,0,2021-04-11,9.14670756861258
261,27.18,2101-2111,7.4773e-07,2021 OK1,0.012,2459439.5,bK21O01K,(2021 OK1),-7.38,-7.39,2,0,2021-08-13,12.7903110748532
262,26.03,2111-2111,2.267e-07,2016 GF1,0.021,2457494.5,bK16G01F,(2016 GF1),-7.52,-7.52,1,0,2016-04-16,7.18
263,27.75,2070-2122,2.432695e-07,2016 GS134,0.0096,2457509.5,bK16GD4S,(2016 GS134),-7.95,-8.02,9,0,2016-05-01,11.0134843784363
264,28.03,2064-2064,2.527e-08,2021 BV1,0.0084,2459231.5,bK21B01V,(2021 BV1),-8.66,-8.66,1,0,2021-01-17,21.48
265,29.89,2066-2121,2.668605e-06,2020 KJ4,0.0036,2458997.5,bK20K04J,(2020 KJ4),-8.36,-8.42,5,0,2020-05-28,4.22620903056091
266,24.87,2108-2108,8.537e-10,2012 FN35,0.036,2456016.5,bK12F35N,(2012 FN35),-9.34,-9.34,1,0,2012-03-30,8.48
267,29.13,2093-2125,7.699821e-05,2026 FL12,0.005,2461128.5,bK26F12L,(2026 FL12),-6.26,-6.31,6,0,2026-03-29,10.8588751530717
268,26.97,2116-2123,9.78752e-07,2023 HG7,0.014,2460078.5,bK23H07G,(2023 HG7),-7.22,-7.42,7,0,2023-05-14,12.0241432354672
269,26.34,2033-2035,4.633831e-05,2012 VE77,0.018,2456248.5,bK12V77E,(2012 VE77),-4.08,-4.08,2,0,2012-11-17,15.3299370822976
270,27.85,2066-2082,1.893518e-07,2017 UF,0.0091,2458045.5,bK17U00F,(2017 UF),-7.78,-8.04,4,0,2017-10-19,23.2298028854228
271,26.72,2039-2099,1.8348178e-06,2017 WE28,0.015,2458098.5,bK17W28E,(2017 WE28),-6.39,-6.60,13,0,2017-12-11,8.79308250824687
272,28.82,2104-2120,7.46588e-06,2014 WU200,0.0058,2457001.5,bK14WK0U,(2014 WU200),-7.46,-7.77,8,0,2014-12-10,1.70880424008958
273,25.57,2109-2109,3.456e-08,2009 SU104,0.026,2455105.5,bK09SA4U,(2009 SU104),-7.92,-7.92,1,0,2009-10-01,13.07
274,27.68,2039-2121,3.83097103e-05,2009 TD17,0.00981,2455115.5,bK09T17D,(2009 TD17),-5.55,-5.75,142,0,2009-10-11,6.58319424879598
275,29.65,2034-2122,8.99335747e-05,2014 HY198,0.00396,2456776.5,bK14HJ8Y,(2014 HY198),-6.51,-7.18,63,0,2014-04-29,6.14188430035796
276,29.29,2069-2122,0.001175385174,2014 JR24,0.0047,2456784.5,bK14J24R,(2014 JR24),-5.17,-5.21,82,0,2014-05-07,3.72303350796732
277,22.82,2041-2121,3.740123e-07,2014 JU79,0.0924,2456783.5,bK14J79U,(2014 JU79),-5.21,-5.61,10,0,2014-05-06,6.1690187675646
278,22.36,2121-2121,1.338e-05,2016 YM4,0.11,2457786.5,bK16Y04M,(2016 YM4),-3.69,-3.69,1,0,2017-02-02,18.98
279,26.10,2084-2120,1.75404459e-05,2017 YO5,0.02,2458138.5,bK17Y05O,(2017 YO5),-5.64,-6.06,26,0,2018-01-20,7.33621869761019
280,28.58,2106-2118,4.04e-08,2023 GP3,0.0065,2460059.5,bK23G03P,(2023 GP3),-9.47,-9.74,2,0,2023-04-25,7.95506188118812
281,27.51,2083-2122,4.922339e-06,2023 HL5,0.011,2460078.5,bK23H05L,(2023 HL5),-6.85,-7.14,14,0,2023-05-14,8.20608060720727
282,27.96,2111-2121,1.18710618e-05,2022 OR1,0.0087,2459815.5,bK22O01R,(2022 OR1),-6.81,-7.04,10,0,2022-08-24,4.46430708750922
283,27.01,2102-2102,5.088e-09,2012 VQ6,0.013,2456240.5,bK12V06Q,(2012 VQ6),-9.41,-9.41,1,0,2012-11-09,12.92
284,27.06,2113-2113,1.260e-08,2021 PA1,0.013,2459434.5,bK21P01A,(2021 PA1),-9.02,-9.02,1,0,2021-08-08,15.77
285,26.80,2088-2088,7.588e-09,2021 LL6,0.015,2459384.5,bK21L06L,(2021 LL6),-9.18,-9.18,1,0,2021-06-19,8.94
286,27.44,2117-2117,5.863e-09,2012 SW2,0.011,2456189.5,bK12S02W,(2012 SW2),-9.53,-9.53,1,0,2012-09-19,16.57
287,24.73,2119-2119,3.716e-08,2013 CL22,0.038,2456365.5,bK13C22L,(2013 CL22),-7.65,-7.65,1,0,2013-03-14,9.37
288,28.71,2051-2051,1.949e-08,2021 BY1,0.0061,2459233.5,bK21B01Y,(2021 BY1),-8.94,-8.94,1,0,2021-01-19,20.77
289,27.93,2111-2116,7.915858e-06,2004 DA53,0.0088,2453062.5,bK04D53A,(2004 DA53),-6.82,-6.82,4,0,2004-02-27,9.35
290,28.54,2038-2119,1.201928e-07,2021 BL2,0.00661,2459232.5,bK21B02L,(2021 BL2),-8.08,-8.11,22,0,2021-01-18,12.9681506213351
291,23.09,2031-2120,1.370949e-07,2018 YH2,0.0816,2458470.5,bK18Y02H,(2018 YH2),-5.50,-5.91,31,0,2018-12-18,9.6858863531758
292,28.93,2049-2118,2.7457e-08,2019 HR2,0.0055,2458612.5,bK19H02R,(2019 HR2),-9.75,-10.21,8,0,2019-05-09,8.38526714499035
293,27.03,2092-2092,1.381e-10,2017 UK1,0.013,2458099.5,bK17U01K,(2017 UK1),-11.10,-11.10,1,0,2017-12-12,7.57
294,27.53,2113-2113,1.784e-07,2019 JP144,0.011,2458616.5,bK19JE4P,(2019 JP144),-8.11,-8.11,1,0,2019-05-13,15.13
295,28.36,2080-2116,1.88243e-06,2021 GE226,0.00719,2459314.5,bK21GM6E,(2021 GE226),-7.58,-7.89,5,0,2021-04-10,8.84062026210802
296,25.19,2054-2114,4.509762e-06,2012 TV,0.031,2456207.5,bK12T00V,(2012 TV),-5.32,-5.61,27,0,2012-10-07,16.6739976965525
297,29.41,2083-2122,7.27354e-05,2018 BC,0.0044,2458138.5,bK18B00C,(2018 BC),-6.67,-7.67,41,0,2018-01-20,2.03345303662316
298,30.28,2110-2118,9.744e-07,2022 DX29,0.003,2459636.5,bK22D29X,(2022 DX29),-8.89,-9.03,2,0,2022-02-26,8.2756670771757
299,29.61,2073-2073,1.104e-07,2023 RF156,0.004,2460193.5,bK23RF6F,(2023 RF156),-9.28,-9.28,1,0,2023-09-06,8.05
300,24.90,2103-2112,6.474e-09,2007 VJ3,0.035,2454413.5,bK07V03J,(2007 VJ3),-8.22,-8.39,2,0,2007-11-09,16.1919493358048
301,24.82,2065-2118,1.41781e-06,2007 XZ9,0.037,2454452.5,bK07X09Z,(2007 XZ9),-5.67,-5.81,5,0,2007-12-18,13.0130413101897
302,26.11,2108-2108,8.407e-06,2018 RH3,0.02,2458378.5,bK18R03H,(2018 RH3),-5.94,-5.94,1,0,2018-09-17,8.32
303,26.84,2065-2078,0.0003671269628,2022 YS6,0.015,2459946.5,bK22Y06S,(2022 YS6),-4.28,-4.29,11,0,2023-01-02,10.0402046898311
304,26.23,2070-2122,0.0001398977999,2017 RV2,0.019,2458048.5,bK17R02V,(2017 RV2),-4.81,-5.37,62,0,2017-10-22,6.47931354703885
305,25.76,2074-2113,1.6834165e-05,2018 TP5,0.024,2458455.5,bK18T05P,(2018 TP5),-5.31,-5.85,48,0,2018-12-03,10.8564806184328
306,29.22,2076-2121,2.911071e-06,2015 XH55,0.0048,2457362.5,bK15X55H,(2015 XH55),-7.87,-8.30,21,0,2015-12-06,7.12859846771171
307,27.33,2041-2122,5.2820845e-05,2016 CK137,0.012,2457431.5,bK16CD7K,(2016 CK137),-5.53,-6.09,159,0,2016-02-13,9.83446255484932
308,28.07,2054-2117,6.24884295e-05,2020 FK6,0.00825,2458925.5,bK20F06K,(2020 FK6),-5.68,-6.68,113,0,2020-03-17,13.1854623531705
309,25.11,2110-2122,1.222864e-06,2020 FZ2,0.032,2458934.5,bK20F02Z,(2020 FZ2),-5.93,-6.20,10,0,2020-03-26,22.3151144117416
310,28.12,2033-2060,0.00031162074,2018 TY4,0.008,2458432.5,bK18T04Y,(2018 TY4),-4.25,-4.25,2,0,2018-11-10,10.6699953411317
311,24.41,2120-2120,5.422e-10,2014 RT17,0.044,2456919.5,bK14R17T,(2014 RT17),-9.03,-9.03,1,0,2014-09-19,19.79
312,25.51,2042-2122,5.8590971e-06,2009 FG,0.027,2454922.5,bK09F00G,(2009 FG),-5.55,-6.01,71,0,2009-04-01,9.12426465180105
313,27.33,2042-2107,1.70806e-07,2009 QR,0.012,2455065.5,bK09Q00R,(2009 QR),-7.77,-7.96,10,0,2009-08-22,4.9792989122162
314,28.25,2042-2121,3.2757e-08,2009 EJ1,0.0076,2454893.5,bK09E01J,(2009 EJ1),-8.71,-8.73,4,0,2009-03-03,10.800638336844
315,27.37,2068-2068,1.962e-07,2021 JU6,0.011,2459348.5,bK21J06U,(2021 JU6),-7.80,-7.80,1,0,2021-05-14,11.25
316,25.68,2113-2113,5.659e-08,2006 BB9,0.025,2453767.5,bK06B09B,(2006 BB9),-7.78,-7.78,1,0,2006-02-01,13.00
317,27.88,2072-2120,3.611291e-06,2019 VE4,0.00894,2458805.5,bK19V04E,(2019 VE4),-7.11,-7.43,10,0,2019-11-18,8.77977459307488
318,26.59,2064-2120,0.000528255833,2021 AM6,0.016,2459264.5,bK21A06M,(2021 AM6),-4.16,-4.50,68,0,2021-02-19,5.21115137310751
319,28.25,2104-2122,5.290354e-05,2020 BH,0.0076,2458904.5,bK20B00H,(2020 BH),-6.29,-6.54,13,0,2020-02-25,3.06625835435587
320,26.65,2100-2119,7.0284e-08,2021 WN2,0.016,2459550.5,bK21W02N,(2021 WN2),-8.31,-8.57,5,0,2021-12-02,8.07198992658358
321,22.10,2066-2078,2.291465e-07,2009 BR5,0.13,2454862.5,bK09B05R,(2009 BR5),-5.09,-5.14,4,0,2009-01-31,17.9730369872549
322,26.48,2121-2121,4.857e-08,2021 LC1,0.017,2459370.5,bK21L01C,(2021 LC1),-8.20,-8.20,1,0,2021-06-05,15.50
323,30.86,2078-2120,1.26378e-06,2017 UJ2,0.0023,2458048.5,bK17U02J,(2017 UJ2),-9.06,-9.80,16,0,2017-10-22,5.2407485163557
324,30.91,2031-2122,4.79058731e-05,2011 CF22,0.00224,2455599.5,bK11C22F,(2011 CF22),-6.74,-7.29,181,0,2011-02-07,18.8134889438222
325,27.48,2078-2122,6.15357719e-05,2014 QC391,0.011,2456904.5,bK14Qd1C,(2014 QC391),-5.71,-6.17,86,0,2014-09-04,7.61050508167917
326,29.09,2084-2118,0.000120939202,2022 AU,0.0052,2459589.5,bK22A00U,(2022 AU),-6.19,-6.41,74,0,2022-01-10,7.10575668748004
327,27.73,2110-2117,3.274e-06,2019 FB1,0.0096,2458573.5,bK19F01B,(2019 FB1),-7.17,-7.35,3,0,2019-03-31,7.97395540623091
328,31.45,2026-2054,3.4607794e-05,2013 YB,0.00173,2456649.5,bK13Y00B,(2013 YB),-6.80,-7.36,17,0,2013-12-23,8.93229090880511
329,25.99,2094-2112,4.118e-09,2008 CF22,0.021,2454506.5,bK08C22F,(2008 CF22),-9.05,-9.32,2,0,2008-02-10,11.8274575036425
330,27.13,2071-2117,2.79648e-06,2017 SS12,0.013,2458028.5,bK17S12S,(2017 SS12),-6.76,-7.29,20,0,2017-10-02,10.094200959778
331,26.48,2089-2124,7.107784e-07,2025 BE4,0.017,2460701.5,bK25B04E,(2025 BE4),-6.65,-6.97,12,0,2025-01-26,23.9808105578335
332,28.46,2056-2113,1.747856e-05,2025 BS4,0.0069,2460702.5,bK25B04S,(2025 BS4),-6.26,-6.33,9,0,2025-01-27,15.8242913294917
333,26.74,2063-2063,1.587e-06,2014 SR223,0.015,2456933.5,bK14SM3R,(2014 SR223),-6.42,-6.42,1,0,2014-10-03,15.23
334,26.93,2093-2093,1.836e-09,2004 OD4,0.014,2453207.5,bK04O04D,(2004 OD4),-9.90,-9.90,1,0,2004-07-21,8.51
335,25.00,2066-2095,1.5776e-07,2018 LT5,0.034,2458288.5,bK18L05T,(2018 LT5),-6.65,-6.93,3,0,2018-06-19,19.0460027890466
336,26.75,2064-2064,2.835e-07,2023 HF7,0.015,2460067.5,bK23H07F,(2023 HF7),-7.22,-7.22,1,0,2023-05-03,13.55
337,25.41,2084-2084,4.051e-08,2023 HO,0.028,2460060.5,bK23H00O,(2023 HO),-7.29,-7.29,1,0,2023-04-26,25.31
338,30.00,2104-2104,1.19454e-05,2023 MB3,0.0034,2460118.5,bK23M03B,(2023 MB3),-7.62,-7.93,3,0,2023-06-23,8.68933246270531
339,28.99,2118-2118,3.3899e-07,2017 FX158,0.0054,2457839.5,bK17FF8X,(2017 FX158),-8.76,-8.89,2,0,2017-03-27,8.34743974748518
340,27.77,2065-2122,6.014303e-06,2022 KX2,0.0095,2459733.5,bK22K02X,(2022 KX2),-6.82,-7.63,49,0,2022-06-03,6.87067782750553
341,30.55,2119-2119,8.029e-10,2022 UU123,0.0026,2459874.5,bK22UC3U,(2022 UU123),-12.14,-12.14,1,0,2022-10-22,8.65
342,27.85,2069-2113,3.4642238e-05,2023 HZ5,0.0091,2460061.5,bK23H05Z,(2023 HZ5),-6.10,-6.12,6,0,2023-04-27,6.26001410070562
343,26.78,2037-2122,5.90141951e-05,2010 JL88,0.015,2455333.5,bK10J88L,(2010 JL88),-5.12,-5.84,193,0,2010-05-17,14.8692887953834
344,27.86,2096-2113,3.4334e-08,2021 GU12,0.0091,2459324.5,bK21G12U,(2021 GU12),-9.16,-9.24,2,0,2021-04-20,8.92051144637968
