make,model,version,price,fuel,year,kms,power,doors,shift,color,is_professional
PEUGEOT,208,PEUGEOT 208 PureTech 73kW 100CV GT Line 5p.,17600,Gasolina,2020.0,7727,100.0,5,Manual,Rojo,True
NISSAN,Micra,NISSAN Micra IGT 66 kW 90 CV SS Acenta 5p.,10985,Gasolina,2017.0,19638,90.0,5,Manual,Gris / Plata,True
BMW,Serie 3,BMW Serie 3 320D 4p.,21000,Diésel,2017.0,70000,190.0,4,Automático,Blanco,False
BMW,Serie 3,BMW Serie 3 318d 4p.,8500,Diésel,2008.0,180000,143.0,4,Manual,Blanco,False
JEEP,Renegade,JEEP Renegade 1.6 Mjet Limited 4x2 E6 5p.,15900,Diésel,2017.0,35891,120.0,5,Manual,Negro,True
BMW,X1,BMW X1 sDrive18d 5p.,26900,Diésel,2018.0,55000,150.0,5,Automático,Blanco,False
CITROEN,C5,CITROEN C5 2.0 HDi Premier 5p.,1250,Diésel,2003.0,244000,110.0,5,Manual,Gris / Plata,False
PORSCHE,Cayenne,PORSCHE Cayenne - 5p.,17980,Gasolina,2008.0,181000,290.0,5,Automático,Gris / Plata,True
MINI,MINI,MINI MINI COOPER 5 PUERTAS 5p.,21495,Gasolina,2019.0,25728,136.0,5,Manual,Naranja (NARANJA),True
NISSAN,X-TRAIL,NISSAN XTRAIL 5 Plazas dCi 96 kW 130 CV NCONNECTA 5p.,21900,Diésel,2018.0,31767,130.0,5,Manual,Gris / Plata,True
MERCEDES-BENZ,Clase A,MERCEDES-BENZ Clase A A 180 d 5p.,29990,Diésel,2020.0,2850,116.0,5,Automático,Blanco (Blanco perlado),True
VOLKSWAGEN,Golf,VOLKSWAGEN Golf GTD 2.0 TDI 135kW 184CV DSG 5p.,25000,Diésel,2018.0,69000,184.0,5,Automático,Blanco,True
RENAULT,Talisman,RENAULT Talisman S.T. Zen Energy dCi 118kW 160CV TT EDC 5p.,17400,Diésel,2016.0,93395,160.0,5,Automático,Gris / Plata (*ZAR*),True
AUDI,Q7,AUDI Q7 3.0 TDI 233cv quattro tiptronic 5p.,11000,Diésel,2007.0,200000,233.0,5,Automático,Gris / Plata,True
FIAT,500,FIAT 500 S 1.0 6v GSE 52KW 70 CV 3p.,13950,Híbrido,2020.0,1200,70.0,3,Manual,Negro (vesubio),True
RENAULT,Captur,RENAULT Captur Zen TCe GPF 110kW 150CV EDC 5p.,22900,Gasolina,2020.0,13100,150.0,5,Automático,Naranja (NEGRO),True
VOLKSWAGEN,Jetta,VOLKSWAGEN Jetta 2.0 TDI 140 Advance 4p.,4500,Diésel,2006.0,205000,140.0,4,Manual,Beige,False
LAND-ROVER,Range Rover Sport,LAND-ROVER Range Rover Sport 3.0 TDV6 258cv HSE 5p.,27900,Diésel,2014.0,249000,292.0,5,Automático,Azul (AZUL ELÉCTRICO ),True
PEUGEOT,308,PEUGEOT 308 5p Business Line BlueHDi 73KW 100CV 5p.,8900,Diésel,2017.0,110000,100.0,5,Manual,Blanco,True
PEUGEOT,2008,PEUGEOT 2008 Active 1.2L PureTech 82 5p.,13740,Gasolina,2016.0,1,82.0,5,Manual,Blanco,True
OPEL,Vectra,OPEL Vectra GTS 2.2 DTI 16v 5p.,1990,Diésel,2003.0,200000,125.0,5,Manual,Gris / Plata,True
KIA,Stonic,KIA Stonic 1.0 TGDi 74kW 100CV Drive 5p.,16790,Gasolina,2019.0,11000,100.0,5,Manual,Blanco (Blanco + Techo Naranja),True
PEUGEOT,407 SW,PEUGEOT 407 SW Premium 2.0 HDI 136cv FAP 5p.,2999,Diésel,2009.0,236000,136.0,5,Manual,Negro,True
CITROEN,Grand C4 Spacetourer,CITROEN Grand C4 Spacetourer BlueHDi 96KW 130CV SS CSeries 5p.,24250,Diésel,2020.0,1,131.0,5,Manual,Gris / Plata (GRIS ARTENE),True
MINI,MINI,MINI MINI One D 3p.,18500,Diésel,2019.0,17200,95.0,3,Manual,Azul,False
CHRYSLER,Neon,CHRYSLER Neon 1.6 16v SE 4p.,750,Gasolina,2001.0,180000,115.0,4,Manual,Verde,False
PORSCHE,718,PORSCHE 718 Cayman S 3p.,71000,Gasolina,2018.0,28000,350.0,3,Automático,Gris / Plata,True
BMW,X6,BMW X6 xDrive30d 5p.,54900,Diésel,2019.0,47790,258.0,5,Automático,Blanco,False
AUDI,A6,AUDI A6 3.0 TDI QUATTRO 4p.,7000,Diésel,2005.0,251000,225.0,4,Manual,Azul,False
LAND-ROVER,Range Rover Sport,LAND-ROVER Range Rover Sport 3.0 SDV6 225kW 306CV HSE 5p.,49800,Diésel,2017.0,64000,306.0,5,Automático,Blanco,True
BMW,Serie 2 Active Tourer,BMW Serie 2 Active Tourer 218d 5p.,17800,Diésel,2016.0,54933,150.0,5,Automático,Blanco (*MAL*),True
VOLKSWAGEN,Golf,VOLKSWAGEN Golf Advance 1.6 TDI 85kW 115CV DSG 5p.,22990,Diésel,2019.0,34000,115.0,5,Automático,Blanco,True
NISSAN,QASHQAI,NISSAN QASHQAI 1.5dCi ACENTA 4x2 5p.,12500,Diésel,2016.0,88000,110.0,5,Manual,Blanco,True
PEUGEOT,3008,PEUGEOT 3008 HYbrid4 5p.,11499,Híbrido,2012.0,84900,200.0,5,Automático,Blanco,False
VOLKSWAGEN,Touran,VOLKSWAGEN Touran Edition 1.6 TDI BMT 5p.,15900,Diésel,2017.0,94324,115.0,5,Manual,Blanco,True
PEUGEOT,208,PEUGEOT 208 5P ACTIVE 1.6 eHDi 92 CMP 5p.,6490,Diésel,2013.0,146000,92.0,5,Manual,Negro,True
TOYOTA,Auris,TOYOTA Auris 120D Active 5p.,9990,Diésel,2014.0,104999,124.0,5,Manual,Blanco,True
SKODA,Superb,SKODA Superb 2.0 TDI 110KW 150cv DSG Ambition 5p.,13990,Diésel,2018.0,135513,150.0,5,Automático,Negro,True
JEEP,Renegade,JEEP Renegade 1.6 Mjet 88kW 120CV Longitude 4x2 5p.,18000,Diésel,2019.0,40000,120.0,5,Manual,Gris / Plata (GRIS GLACIER),True
SEAT,León,SEAT Leon 1.6i SPORT 5p.,1300,Gasolina,2002.0,487000,105.0,5,Manual,Azul,False
OPEL,Vectra,OPEL Vectra 2.0 DTI 16V 4p.,1500,Diésel,1999.0,126000,100.0,4,Manual,Beige,False
FIAT,Bravo,FIAT Bravo 100 16V SX 3p.,500,Gasolina,1999.0,115000,103.0,3,Manual,Azul,False
MERCEDES-BENZ,Clase C,MERCEDES-BENZ Clase C C 220 CDI AVANTGARDE 4p.,11000,Diésel,2008.0,144000,170.0,4,Automático,Negro,False
FORD,Galaxy,FORD Galaxy 2.0 EcoBoost 240CV Titanium Auto 5p.,21900,Gasolina,2016.0,105000,240.0,5,Automático,Blanco,True
JEEP,Grand Cherokee,JEEP Grand Cherokee 3.0 V6 Diesel Overland 250 CV 5p.,24990,Diésel,2013.0,123570,250.0,5,Automático,Negro,True
HONDA,HR-V,HONDA HRV 1.6i 4WD 5p.,3700,Gasolina,2001.0,218000,105.0,5,Manual,Azul,True
PORSCHE,Cayman,PORSCHE Cayman S 3p.,26500,Gasolina,2008.0,110000,295.0,3,Manual,Blanco,False
MERCEDES-BENZ,Clase C,MERCEDES-BENZ Clase C C 220 CDI AVANTGARDE 4p.,9500,Diésel,2007.0,254000,150.0,4,Automático,Negro,False
LANCIA,Voyager,LANCIA Voyager 2.8 CRD GOLD 5p.,15900,Diésel,2014.0,141000,178.0,5,Automático,Negro,False
VOLKSWAGEN,New Beetle,VOLKSWAGEN New Beetle 1.6 102CV 3p.,4500,Gasolina,2006.0,101000,102.0,3,Manual,Verde,False
MINI,MINI,MINI MINI One 3p.,15900,Gasolina,2017.0,20171,102.0,3,Manual,Gris / Plata (C2K Melting Silver Metallic),True
BMW,X6,BMW X6 xDrive30d 5p.,45900,Diésel,2015.0,66000,258.0,5,Automático,Blanco,True
HYUNDAI,IONIQ,HYUNDAI IONIQ 1.6 GDI HEV Tecno DCT 5p.,21775,Híbrido,2019.0,5070,141.0,5,Automático,Azul,True
RENAULT,Captur,RENAULT Captur Zen TCe 66kW 90CV 5p.,16300,Gasolina,2019.0,20935,90.0,5,Manual,Azul (AZUL VOLGA TN),True
MERCEDES-BENZ,Clase E,MERCEDES-BENZ Clase E E 220 CDI ELEGANCE 4p.,7999,Diésel,2007.0,250000,170.0,4,Manual,Negro,True
OPEL,Corsa,OPEL Corsa 1.2 Expression Start  Stop 5p.,5800,Gasolina,2012.0,76999,85.0,5,Manual,Gris / Plata,True
AUDI,A6,AUDI A6 Avant 3.0 TDI 204cv quattro S tronic 5p.,26000,Diésel,2014.0,112500,204.0,5,Automático,Negro,True
HYUNDAI,i20,HYUNDAI i20 1.0 TGDI 74kW 100CV Essence LE 5p.,13700,Gasolina,2020.0,30,100.0,5,Manual,Rojo (TOMATO RED),True
BMW,Serie 3,BMW Serie 3 318d 4p.,15900,Diésel,2014.0,126000,143.0,4,Manual,Azul,True
MAZDA,Mazda5,MAZDA Mazda5 Sportive CRTD 5p.,3600,Diésel,2007.0,250500,143.0,5,Manual,Verde,False
MERCEDES-BENZ,CLA,MERCEDES-BENZ CLA CLA 250 e 4p.,47700,Híbrido enchufable,2020.0,1,218.0,4,Automático,Gris / Plata (Montaña),True
IVECO,Daily,IVECO Daily 35S 15 V 3950H2 4p.,7000,Diésel,2013.0,470000,146.0,4,Manual,Amarillo,False
BMW,Serie 5,BMW Serie 5 520D 4p.,23850,Diésel,2016.0,75000,190.0,4,Automático,Gris / Plata (MET Pintura metalizada),True
SEAT,Ateca,SEAT Ateca 2.0 TDI 150cv 4Drive StSp Style 5p.,18600,Diésel,2016.0,80568,150.0,5,Manual,Blanco (*PAT*),True
PEUGEOT,3008,PEUGEOT 3008 1.2 PureTech 96KW SS GT Line EAT8 5p.,29650,Gasolina,2020.0,6550,130.0,5,Automático,Negro,True
HYUNDAI,i10,HYUNDAI i10 1.0 Tecno 5p.,10500,Gasolina,2019.0,13279,66.0,5,Manual,Rojo (Tapicería de tela Roja),True
RENAULT,Mégane,RENAULT Megane Sp. Tou. Limited Energy TCe 115 SS E6 5p.,9800,Gasolina,2016.0,92536,115.0,5,Manual,Blanco (*GET*),True
MERCEDES-BENZ,GLA,MERCEDES-BENZ GLA GLA 250 e 5p.,49995,Híbrido enchufable,2020.0,1,218.0,5,Automático,Blanco (Blanco Polar),True
MERCEDES-BENZ,Clase A,MERCEDES-BENZ Clase A A 170 CDI ELEGANCE 5p.,3300,Diésel,2003.0,170000,95.0,5,Automático,Gris / Plata,False
PEUGEOT,308,PEUGEOT 308 SW Allure 1.2 PureTech 96KW 130CV 5p.,17700,Gasolina,2019.0,2053,130.0,5,Manual,Negro,True
MERCEDES-BENZ,Clase A,MERCEDES-BENZ Clase A A 220 d 4MATIC Urban 5p.,20499,Diésel,2016.0,138000,177.0,5,Automático,Verde,True
BMW,X5,BMW X5 xDRIVE40d 5p.,36990,Diésel,2015.0,99999,313.0,5,Automático,Negro,True
FORD,Fiesta,FORD Fiesta 1.25 Duratec 82cv Trend 5p 5p.,7795,Gasolina,2016.0,57000,82.0,5,Manual,Azul,True
PEUGEOT,Expert,PEUGEOT Expert 230C Confort 2.0 HDi 110CV,2700,Diésel,2005.0,200000,110.0,4,Manual,Blanco,True
RENAULT,Mégane,RENAULT Megane SEDAN LUXE PRIVILEGE 1.6 16V 4p.,2500,Gasolina,2004.0,193000,115.0,4,Manual,Negro,True
NISSAN,LEAF,NISSAN LEAF 24kWh Visia 5p.,9990,Eléctrico,2016.0,30047,109.0,5,Automático,Blanco,True
KIA,ceed,KIA ceed 1.6 CRDi 100kW 136CV Tech 5p.,18500,Diésel,2019.0,31227,136.0,5,Manual,Blanco (*BIL*),True
FORD,Focus,FORD Focus 1.6 TREND 5p.,2500,Gasolina,2005.0,155000,100.0,5,Manual,Azul,False
VOLKSWAGEN,Passat,VOLKSWAGEN Passat Advance 1.4 TSI ACT 150CV BMT 4p.,17900,Gasolina,2015.0,37325,150.0,4,Manual,Negro,True
AUDI,A4,AUDI A4 2.5 TDI Cabrio 2p.,4900,Diésel,2005.0,344000,163.0,2,Manual,Rojo,True
SEAT,Ibiza,SEAT Ibiza 1.0 EcoTSI 85kW 115CV DSG FR 5p.,14790,Gasolina,2018.0,40584,115.0,5,Automático,Blanco,True
BMW,Z4,BMW Z4 2.2i 2p.,11500,Gasolina,2003.0,132000,170.0,2,Manual,Gris / Plata,False
SUZUKI,Ignis,SUZUKI Ignis 1.2 GLE Mild Hybrid 5p.,14300,Híbrido,2020.0,2,90.0,5,Manual,Blanco (BLANCO PERLADO/NEGRO),True
MITSUBISHI,ASX,MITSUBISHI ASX 200 DID Kaiteki 4WD 5p.,8950,Diésel,2012.0,239000,150.0,5,Manual,Gris / Plata (Gris),True
RENAULT,Zoe,RENAULT Zoe Life 40 R90 5p.,15990,Eléctrico,2017.0,43900,92.0,5,Automático,Blanco,True
MERCEDES-BENZ,Clase B,MERCEDES-BENZ Clase B B 200 d 5p.,29900,Diésel,2020.0,15000,150.0,5,Manual,Gris / Plata (Plata mojave),True
BMW,X3,BMW X3 XDRIVE20D 5p.,15000,Diésel,2011.0,175000,177.0,5,Manual,Marrón,False
OPEL,Zafira,OPEL Zafira Cosmo 1.9 CDTi 16v 5p.,3800,Diésel,2005.0,190000,150.0,5,Manual,Azul,False
AUDI,A3,AUDI A3 2.0 TDI Sportback 5p.,16300,Diésel,2017.0,117604,150.0,5,Manual,Gris / Plata (Gris),True
FIAT,Scudo,FIAT Scudo 2.0 MJT 130cv 10 Executive Largo 89 EU5 5p.,13000,Diésel,2014.0,131700,128.0,5,Manual,Blanco,False
BMW,Serie 5,BMW Serie 5 535dA xDrive 4p.,25000,Diésel,2012.0,175000,313.0,4,Automático,Negro,True
HYUNDAI,i30,HYUNDAI i30 1.0 TGDI Klass 5p.,18600,Gasolina,2021.0,0,120.0,5,Manual,Blanco,True
CHRYSLER,Sebring,CHRYSLER Sebring 2.0 LX 2p.,3500,Gasolina,2002.0,265000,141.0,2,Automático,Gris / Plata,False
SEAT,León,SEAT Leon 1.5 TSI 110kW 150CV DSG7 SS FR Ed Pl 5p.,18990,Gasolina,2019.0,22356,150.0,5,Automático,Negro (MIDNIGHT),True
CITROEN,C1,CITROEN C1 VTi 53KW 72CV ETG City Edition 5p.,10900,Gasolina,2018.0,17866,72.0,5,Manual,Azul Calvi(metalizado),True
SEAT,ALTEA,SEAT ALTEA 1.6 TDI 105cv Style EEcomotive 5p.,5999,Diésel,2012.0,158000,105.0,5,Manual,Azul (marino),True
CITROEN,Jumper,CITROEN Jumper BlueHDi 121KW Cam. D.Cab.35 Heavy L4,26760,Diésel,2020.0,2,165.0,4,Manual,Blanco (Blanco Banquise),True
AUDI,A4,AUDI A4 2.0 TDI 140kW190CV S tronic S line ed 4p.,27300,Diésel,2017.0,32500,190.0,4,Automático,Gris / Plata,True
AUDI,A4,AUDI A4 Avant 2.0 TDI 136cv Advanced edition 5p.,11190,Diésel,2011.0,123839,136.0,5,Manual,L8L8 Negro Phantom (efecto perla),True
KIA,Niro PHEV,KIA Niro PHEV 1.6 GDi PHEV 104kW 141CV Emotion 5p.,29500,Híbrido enchufable,2020.0,5,141.0,5,Automático,Rojo (Runaway red),True
FORD,Focus,FORD Focus 1.5 Ecoblue 88kW STLine 5p.,19210,Diésel,2019.0,8959,120.0,5,Manual,Blanco,True
FORD,C-Max,FORD CMax 1.0 EcoBoost 92kW 125CV Titanium 5p.,12900,Gasolina,2018.0,37000,125.0,5,Manual,Gris / Plata,True
TOYOTA,Yaris,TOYOTA Yaris 1.0 70 City 5p.,8800,Gasolina,2016.0,8537,69.0,5,Manual,Blanco (*PAM*),True
CITROEN,C4 Cactus,CITROEN C4 Cactus PureTech 110 SS Feel 5p.,14500,Gasolina,2019.0,24031,110.0,5,Manual,Negro,True
MERCEDES-BENZ,Clase GLA,MERCEDES-BENZ Clase GLA GLA 200 d Urban 5p.,22500,Diésel,2016.0,58000,136.0,5,Automático,Blanco,False
VOLVO,XC60,VOLVO XC60 2.0 T4 Business Plus Auto 5p.,41400,Gasolina,2020.0,8,190.0,5,Automático,Gris / Plata,True
PORSCHE,Cayenne,PORSCHE Cayenne 4.8 S Tiptronic 5p.,32000,Gasolina,2011.0,120000,400.0,5,Automático,Azul,True
LAND-ROVER,Range Rover Evoque,LAND-ROVER Range Rover Evoque 2.0L TD4 Diesel 110kW 150CV 4x4 SE 5p.,49800,Diésel,2019.0,10,150.0,5,Automático,Gris / Plata (SANTORINI BLACK),True
AUDI,A4,AUDI A4 Avant 2.0 TDI clean 150CV multitr S line 5p.,18290,Diésel,2016.0,102329,150.0,5,Automático,Blanco,True
AUDI,A3,AUDI A3 2.0 TDI DSG Ambition 3p.,4500,Diésel,2004.0,256000,140.0,3,Automático,Azul,False
MERCEDES-BENZ,Clase V,MERCEDES-BENZ Clase V 250 d Avantgarde Largo 5p.,44000,Diésel,2017.0,135000,204.0,5,Automático,"Azul (4 MATIC!,6 PLAZAS,AMG,TECHO PANO,360º,BURMESTER,)",True
RENAULT,Mégane,RENAULT Megane Business Energy dCi 110 5p.,11690,Diésel,2016.0,59919,110.0,5,Manual,Gris / Plata (Gris),True
BMW,Serie 3,BMW Serie 3 320D 4p.,28900,Diésel,2019.0,16692,190.0,4,Automático,475 Saphirschwarz (metalizado),True
CITROEN,Grand C4 Picasso,CITROEN Grand C4 Picasso 2.0 HDi CMP Exclusive Plus 5p.,5400,Diésel,2007.0,143000,138.0,5,Automático,Azul,False
BMW,Serie 5,BMW Serie 5 520I 4p.,5000,Gasolina,2004.0,151000,170.0,4,Manual,Negro,False
VOLKSWAGEN,Golf,VOLKSWAGEN Golf GTE 1.4 TSI ePower 150kW 204CV DSG 5p.,19500,Híbrido enchufable,2017.0,109000,204.0,5,Automático,Night Blue (Metallic),True
PEUGEOT,2008,PEUGEOT 2008 Allure BlueHDi 100 SS 5p.,16380,Diésel,2019.0,14818,100.0,5,Manual,Blanco (NEGRO PERLA NERA),True
LAND-ROVER,Range Rover Sport,LAND-ROVER Range Rover Sport 3.0 TDV6 258cv SE 5p.,41900,Diésel,2015.0,65000,258.0,5,Automático,Negro,True
RENAULT,Captur,RENAULT Captur Zen Energy dCi 90 EDC Euro 6 5p.,11990,Diésel,2016.0,125000,90.0,5,Automático,Beige,True
VOLKSWAGEN,Touran,VOLKSWAGEN Touran 1.6 TDI 105cv Advance 5p.,13900,Diésel,2013.0,85000,105.0,5,Manual,Azul,True
MERCEDES-BENZ,Clase E,MERCEDES-BENZ Clase E E 350 BlueTec Avantgarde 4p.,34500,Diésel,2016.0,109000,258.0,4,Automático,Gris / Plata (AMG LINE - TECHO - 9G-TRONIC PLUS - FULL LED),True
MERCEDES-BENZ,Clase C,MERCEDES-BENZ Clase C C 220 d 4MATIC 4p.,24999,Diésel,2017.0,145000,170.0,4,Automático,Gris / Plata,False
GALLOPER,Exceed,GALLOPER Exceed 2.5 TDI LX SWB 3p.,4599,Diésel,1999.0,204000,105.0,3,Manual,Azul,False
FORD,Fiesta,FORD Fiesta 1.5 TDCi 75cv Trend 5p 5p.,6990,Diésel,2015.0,104440,75.0,5,Manual,Blanco,True
AUDI,RS Q3,AUDI RS Q3 2.5 TFSI 340CV S tronic quattro 5p.,34990,Gasolina,2015.0,45000,340.0,5,Automático,Rojo,True
RENAULT,Mégane,RENAULT Megane Coupe RS 2.0 202kW 275CV 3p.,17990,Gasolina,2016.0,95000,275.0,3,Manual,Blanco,True
BMW,Serie 1,BMW Serie 1 116d 5p.,21400,Diésel,2019.0,17000,116.0,5,Manual,Azul,True
PEUGEOT,5008,PEUGEOT 5008 1.5 BlueHDi 96kW 130CV SS Active 5p.,26690,Diésel,2020.0,1,130.0,5,Manual,Negro,True
MERCEDES-BENZ,Clase CLA,MERCEDES-BENZ Clase CLA CLA 200 d Shooting Brake 5p.,25850,Diésel,2018.0,98000,136.0,5,Automático,Blanco,False
BMW,Serie 2 Gran Tourer,BMW Serie 2 Gran Tourer 218d Business 5p.,19900,Diésel,2017.0,40000,150.0,5,Automático,Blanco,True
FORD,Fiesta,FORD Fiesta 1.0 EcoBoost MHEV 92kW125CV STLine 5p 5p.,16450,Híbrido,2020.0,1,125.0,5,Manual,Gris / Plata (VARIOS COLORES),True
BMW,Serie 4,BMW Serie 4 M4 A 2p.,56900,Gasolina,2017.0,42000,431.0,2,Automático,Gris / Plata (Mineralgrau),True
TOYOTA,Rav4,TOYOTA Rav4 120D AWD Active 5p.,15900,Diésel,2015.0,81000,124.0,5,Manual,Blanco,True
FORD,KA,FORD KA 1.2 Urban 3p.,2990,Gasolina,2011.0,197162,69.0,3,Manual,Negro,True
AUDI,A1,AUDI A1 Attraction 1.0 TFSI 70kW Sportback 5p.,11999,Gasolina,2018.0,49000,95.0,5,Manual,Blanco,True
OPEL,Astra,OPEL Astra 1.7 CDTi SS 130 CV Excellence 5p.,8490,Diésel,2013.0,99014,130.0,5,Manual,Gris / Plata,True
MERCEDES-BENZ,Vito,MERCEDES-BENZ Vito 114 CDI TD Tourer Pro Larga,29650,Diésel,2019.0,38270,136.0,4,Automático,Negro,True
TOYOTA,Hilux,TOYOTA Hilux 2.5 D4D Doble Cabina GX 4x4 4p.,19500,Diésel,2016.0,123000,144.0,4,Manual,Blanco,True
AUDI,A4,AUDI A4 Avant 2.0 TFSI 211cv quattro S tronic 5p.,9850,Gasolina,2010.0,217000,211.0,5,Automático,Beige,False
MERCEDES-BENZ,Clase E,MERCEDES-BENZ Clase E E 300 D 4p.,1590,Diésel,1995.0,351000,136.0,4,Manual,Verde,False
BMW,Serie 1,BMW Serie 1 118d 5p.,5600,Diésel,2010.0,245000,143.0,5,Manual,Azul,False
VOLKSWAGEN,Golf,VOLKSWAGEN Golf Advance 1.5 TSI EVO 96kW 130CV 5p.,17900,Gasolina,2019.0,25370,130.0,5,Manual,Blanco,True
RENAULT,Grand Scénic,RENAULT Grand Scenic Zen Energy dCi 81kW 110CV 5p.,18990,Diésel,2018.0,47000,110.0,5,Manual,Gris / Plata (Gris oscuro),True
MERCEDES-BENZ,Clase GLA,MERCEDES-BENZ Clase GLA MercedesAMG GLA 45 4MATIC 5p.,35000,Gasolina,2016.0,47322,381.0,5,Automático,Blanco,True
TOYOTA,Auris,TOYOTA Auris 1.8 140H Active Touring Sports 5p.,12900,Híbrido,2016.0,172000,136.0,5,Automático,Azul,True
FORD,Kuga,FORD Kuga 2.0 TDCi 110kW 4x2 ASS STLine 5p.,20490,Diésel,2017.0,56000,150.0,5,Manual,Negro,True
VOLKSWAGEN,Golf,VOLKSWAGEN Golf Business 1.0 TSI 85kW 115CV 5p.,16500,Gasolina,2019.0,25641,115.0,5,Manual,Blanco (0Q0Q Blanco Puro),True
CITROEN,Grand C4 Picasso,CITROEN Grand C4 Picasso 1.6 HDi 110cv Millenium 5p.,7499,Diésel,2013.0,110000,112.0,5,Manual,Gris / Plata,True
JAGUAR,Serie XJ,JAGUAR Serie XJ XJ8 3.2 EXECUTIVE 4p.,12900,Gasolina,2003.0,179000,240.0,4,Automático,Gris / Plata,True
MINI,Countryman,MINI Countryman Cooper D ALL4 5p.,27499,Diésel,2017.0,16300,150.0,5,Automático,Azul (Azul metalizado),True
FORD,Kuga,FORD Kuga 1.5 TDCi 88kW 4x2 ASS Titanium 5p.,15899,Diésel,2017.0,96209,120.0,5,Manual,Blanco,True
MERCEDES-BENZ,Clase GLC,MERCEDES-BENZ Clase GLC GLC 250 4MATIC 5p.,41500,Gasolina,2018.0,37600,211.0,5,Automático,Blanco,False
AUDI,A3,AUDI A3 Sportback 2.0 TDI 170cv quattro Ambiente 5p.,12998,Diésel,2012.0,135000,170.0,5,Manual,Azul,False
BMW,Serie 3,BMW Serie 3 316d 4p.,18300,Diésel,2016.0,33974,116.0,4,Manual,B65 Jatoba (metalizado),True
PEUGEOT,Partner,PEUGEOT Partner Furgon Confort L1 HDi 75cv,4395,Diésel,2013.0,123400,75.0,3,Manual,Blanco,True
HONDA,CR-V,HONDA CRV 2.2 iDTEC Luxury Auto 5p.,13900,Diésel,2010.0,158470,150.0,5,Automático,Blanco,False
VOLVO,V90,VOLVO V90 2.0 D4 Inscription Auto 5p.,39900,Diésel,2019.0,21500,190.0,5,Automático,Azul,True
BMW,Serie 5,BMW Serie 5 535i xDrive Gran Turismo 5p.,17900,Gasolina,2010.0,195000,306.0,5,Automático,Gris / Plata,True
RENAULT,Clio,RENAULT Clio Sport Tou. Limited Energy dCi 90 EDC E6 5p.,4999,Diésel,2016.0,188000,90.0,5,Manual,Blanco,True
MINI,MINI,MINI MINI One 3p.,4000,Gasolina,2003.0,150000,90.0,3,Automático,Rojo,False
MERCEDES-BENZ,GLC Coupé,MERCEDES-BENZ GLC Coupe GLC 250 d 4MATIC 5p.,54500,Diésel,2019.0,29169,204.0,5,Automático,Azul,True
SKODA,Octavia,SKODA Octavia Combi 2.0 TDI DPF RS 5p.,7990,Diésel,2009.0,190800,170.0,5,Manual,Azul,True
BMW,Serie 3,BMW Serie 3 318d 4p.,5300,Diésel,2006.0,216000,122.0,4,Manual,Negro,False
CITROEN,C4 Picasso,CITROEN C4 Picasso 1.6 HDi 90cv Attraction 5p.,10500,Diésel,2015.0,129999,92.0,5,Manual,Negro,True
VOLKSWAGEN,Passat,VOLKSWAGEN Passat Variant Edition 1.6 TDI 120CV BMT 5p.,13800,Diésel,2016.0,139000,120.0,5,Manual,Negro (perlado impecable),True
MERCEDES-BENZ,Clase R,MERCEDES-BENZ Clase R R 320 CDI 4MATIC 5p.,9990,Diésel,2006.0,244800,224.0,5,Automático,Negro,True
SMART,forfour,SMART forfour 52 Passion 5p.,9490,Gasolina,2015.0,57371,71.0,5,Manual,Blanco,True
PEUGEOT,208,PEUGEOT 208 5P STYLE 1.6 BlueHDi 55KW 75CV 5p.,9500,Diésel,2016.0,79000,75.0,5,Manual,Blanco,True
FORD,Tourneo Courier,FORD Tourneo Courier 1.5 TDCi 74kW 100CV Trend 5p.,10700,Diésel,2018.0,46144,100.0,5,Manual,Azul (AZUL),True
FIAT,Tipo,FIAT Tipo 1.4 Pop 88kW 120CV gasolinaGLP SW 5p.,8490,Gas licuado (GLP),2018.0,122415,120.0,5,Manual,Blanco,True
BMW,Serie 5,BMW Serie 5 540IA 4p.,49900,Gasolina,2017.0,46400,340.0,4,Automático,Gris / Plata,True
MERCEDES-BENZ,Clase S,MERCEDES-BENZ Clase S S 320 CDI 4p.,4000,Diésel,2001.0,222320,197.0,4,Automático,Verde,False
MERCEDES-BENZ,Clase C,MERCEDES-BENZ Clase C C 220 BlueTEC 4p.,25500,Diésel,2014.0,100019,170.0,4,Automático,Gris / Plata (TENORIA),True
MITSUBISHI,L200,MITSUBISHI L200 Doble Cabina 4X4 GLX 4p.,8250,Diésel,2003.0,107000,115.0,4,Manual,Rojo,False
PEUGEOT,307,PEUGEOT 307 2.0 HDi 90 XR 3p.,1600,Diésel,2004.0,190000,90.0,3,Manual,Negro,False
AUDI,Q5,AUDI Q5 2.0 TDI 150CV 5p.,19000,Diésel,2015.0,218000,150.0,5,Manual,Azul,False
OPEL,Astra,OPEL Astra 1.6 CDTi 110 CV Selective ST 5p.,8999,Diésel,2016.0,129403,110.0,5,Manual,Blanco,True
OPEL,Adam,OPEL Adam 1.4 XER Slam 3p.,7490,Gasolina,2015.0,167272,100.0,3,Manual,Verde,True
VOLKSWAGEN,Golf Plus,VOLKSWAGEN Golf Plus 2.0 TDI Sportline DSG 5p.,5999,Diésel,2006.0,182000,140.0,5,Automático,Gris / Plata,True
JAGUAR,XF,JAGUAR XF 2.2 Diesel Luxury 4p.,16990,Diésel,2014.0,99900,200.0,4,Automático,Verde,True
